"2006-08-28T00:00:00","2006-08-28T00:00:00","Bank Holiday",""
"2006-08-29T09:09:00","2006-08-29T17:51:00","DataSynapse Port","Office"
"2006-08-30T09:09:00","2006-08-30T17:19:00","DataSynapse Port Docs","Office"
"2006-08-31T09:04:00","2006-08-31T17:32:00","DataSynapse Port Docs","Office"
"2006-09-01T09:15:00","2006-09-01T17:20:00","DataSynapse Port Docs","Office"
"2006-09-02T13:13:00","2006-09-02T16:47:00","LIVE Support","Home"
"2006-09-04T09:16:00","2006-09-04T17:22:00","LIVE Support","Office"
"2006-09-05T09:13:00","2006-09-05T15:00:00","LIVE Support","Office"
"2006-09-05T15:00:00","2006-09-05T17:26:00","DataSynapse Port Docs","Office"
"2006-09-06T09:05:00","2006-09-06T13:33:00","LIVE Support","Office"
"2006-09-06T13:33:00","2006-09-06T17:23:00","LIVE Support","Office"
"2006-09-07T09:08:00","2006-09-07T13:24:00","LIVE Support","Office"
"2006-09-07T13:24:00","2006-09-07T17:26:00","DataSynapse Port Docs","Office"
"2006-09-08T09:12:00","2006-09-08T17:17:00","DataSynapse Port Docs","Office"
"2006-09-11T07:45:00","2006-09-11T15:49:00","DataSynapse Port Docs","Office"
"2006-09-12T08:01:00","2006-09-12T16:23:00","Eagle 8.0 Branch","Office"
"2006-09-13T07:53:00","2006-09-13T12:42:00","Eagle 8.0 Branch","Office"
"2006-09-13T13:36:00","2006-09-13T16:55:00","Eagle 8.0 Branch","Office"
"2006-09-14T08:04:00","2006-09-14T12:15:00","Eagle 8.0 Branch","Office"
"2006-09-14T12:15:00","2006-09-14T16:20:00","Eagle 6.6 MarketDataService","Office"
"2006-09-15T08:07:00","2006-09-15T16:24:00","Eagle 6.6 MarketDataService","Office"
"2006-09-18T08:01:00","2006-09-18T16:06:00","Eagle 6.6 MarketDataService","Office"
